id,name,kana,area,category,lat,lng,zoom,url,image,description,受入員数,所要時間,開催場所,電話番号,住所,営業時間,定休日,料金,アクセス,駐車場,ウェブサイト,オンライン予約,体験内容,最少催行人員,注意事項,駐車場：台数,駐車場：大型バスの駐車,駐車場：備考,受付期間,備考,メールアドレス,関連資料,決済方法,開催期間
detail_2083,福井県立芦原青年の家,ふくいけんりつあわらせいねんのいえ,"あわら・坂井・福井市,あわら市",自然・スポーツ体験,36.2567574,136.2194136,17,https://www.fuku-e.com/experience/detail_2083.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2083/2083_1_l.jpg,【2016年度にリニューアルオープン！】福井県立芦原青年の家は、北陸の名湯「あわら温泉」や名勝「東尋坊」に近く、誰もが体験学習や宿泊研修を通して、四季折々の自然や友だちのやさしさにふれあいながら、豊かな心を育む自然活動体験施設です。北潟湖では…,"宿泊・野外の受け入れ人数は120人まで
その他については、芦原青年の家　ホームページをご覧ください。",,,"0776-79-1001（福井県立芦原青年の家
〒910-4272　　福井県あわら市北潟153-227
TEL　0776-79-1001
FAX　0776-79-1005
E-mail　a-seinen@pref.fukui.lg.jp）",福井県あわら市北潟153-227,"8:30~17:00
(宿泊利用ができます)",毎週月曜日(第3日曜日の翌日を除く)、第3日曜日、国民の祝日、年末年始,"入場料：無料
体験料：カレー 600円、棒巻きパン焼き 350円、簡単ピザ650円(それぞれ1人当たり)
※別途薪代が必要(1束500円、ピザは石窯1基で2束使用)
レザークラフト(キーホルダー)230円
その他については、芦原青年の家　ホームページをご覧ください。","自家用車の場合、北陸自動車道金津ICから15分。
JRの場合、JR北陸線　芦原温泉駅からタクシーで20分。
えちぜん鉄道の場合、あわら湯の町駅からタクシーで15分。",あり,https://www.pref.fukui.jp/doc/awara-seinen/index.html,,"野外炊さん(カレー、棒巻きパン焼き)
レザークラフト
その他については、芦原青年の家　ホームページをご覧ください。",,"予約方法 : 事前に電話でお問い合わせください。
※ 3名以上の団体、グループ、企業、家族、各種サークルを受け付けます。(主催事業は個人で申込み可能です)",50,可,,受付時間 : 8:30～17:15(ただし、休館日を除きます。),"東尋坊まで車で20分
三国湊町まで車で25分
あわら温泉まで車で20分",,,,
detail_2084,安田かまぼこ道場,やすだかまぼこどうじょう,"あわら・坂井・福井市,福井市",食品づくり体験,36.0884441,136.2431028,17,https://www.fuku-e.com/experience/detail_2084.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2084/2084_1_l.jpg,新鮮な素材を使ってかまぼこや、ちくわ、揚げ物を体験できます。作るのが楽しいのはもちろん、できたてあつあつのかまぼこは、本当においしいですよ。みんなで賑やかに体験してみませんか？　　体験コースはA・B・Cの3コースあり、お時間やご予算にあわせて…,"Aコース定員5～20名　　
Bコース定員5～40名　　
Cコース定員5～40名",,,"0776-53-2252（安田蒲鉾
0776-53-2252　　
ホームページからhttp://www.yasuda-kamaboko.com）",福井県福井市高柳1-2512,午前の部 AM10:00~  午後の部 PM1:30~,水曜日・12月16日～1月15日,"入場料：売店、工場見学は無料
体験料：Aコース2200円(税込)、Bコース1320円(税込)、Cコース550円(税込)",福井北ICより車で10分/JR福井駅より車で10分,あり,http://www.yasuda-kamaboko.com,,"Aコース(蒲鉾1本・蒲の穂1本・魚そうめん・揚げ物)
Bコース(蒲鉾1本・蒲の穂1本・魚そうめん)
Cコース(蒲の穂1本・魚そうめん)",,"予約方法 : 電話から
0776-53-2252　　
ホームページからhttp://www.yasuda-kamaboko.com",20,6,,受付時間 : 8:00～17:00,体験は要予約になります。エプロンをご持参ください。有料(50円)もあります。,,,,
detail_2085,御食国若狭おばま食文化館,みけつくにわかさおばましょくぶんかかん,"若狭路,小浜市",歴史・文化体験,35.5014082,135.7377258,15,https://www.fuku-e.com/experience/detail_2085.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2085/2085_1_l.jpg,館内には、食にまつわる歴史・文化や伝承料理などを展示する「ミュージアム」、郷土料理などを作り味わう「キッチンスタジオ」、伝統工芸を肌で感じる「若狭工房」、癒しを提供する「濱の湯」があり、若狭おばまの魅力を満喫できます。,"(1)16名
(2)16名程度
(3)上記参考",,,0770-53-1000（御食国若狭おばま食文化館 ）,福井県小浜市川崎3-4,9:00~18:00(11月~2月は9:00~17:00)､足湯は冬期間(12月~4月上旬)閉鎖いたします｡,"毎週水曜日,年末年始　※「濱の湯」は毎月第3水曜日とメンテナンス日(不定期)","入場料：無料
体験料：(1)1,000円～/お一人様、(2)600円～1,900円、(3)メニューによって異なります(詳しくはHPをご覧下さい)","JR小浜駅から車で約5分/舞鶴若狭自動車道小浜ICから車で約10分
",あり,http://www1.city.obama.fukui.jp/obm/mermaid/modules/content2/index.php#02,,"(1)調理体験
(2)加工体験(おみやげ作り)
(3)若狭工房",,"予約方法 : (1)、(2)電話予約:0770-53-1000　　　
(3)は上記参考",,,,受付時間 : お電話受付は11月~2月は9:00~16:00、それ以外は9:00~17:00,,,,,
detail_2086,野外恐竜博物館,やがいきょうりゅうはくぶつかん,"永平寺・奥越,勝山市",恐竜,36.0824388,136.5068117,16,https://www.fuku-e.com/spot/detail_2086.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2086/2086_2_l.jpg,野外恐竜博物館は、日本最大の恐竜化石発掘現場である勝山市北谷町に2014年7月にオープンしました。野外恐竜博物館は、「観察広場」「展示場」「化石発掘体験広場」の3つのゾーンにわかれています。観察広場では、恐竜化石を発掘している現場を間近に見学で…,,,,0779-88-0001（福井県立恐竜博物館）,福井県勝山市村岡町寺尾51-11,"4月下旬から11月上旬 

※天候やその他の影響によりツアーが中止になる場合がありますので､あらかじめご了承ください｡",休館日は、恐竜博物館本館に準じます。 ※4月、5月、6月、9月、10月の第2・4水曜日および7月の第2水曜日,"個人:大人/1,220円　高校・大学生/1,020円　小・中学生/610円
団体:大人/1,020円　高校・大学生/810円　 小・中学生/510円
※幼児、70歳以上の方は無料です。",すべて恐竜博物館前から専用バスによるツアー形式で行います。,,http://www.dinosaur.pref.fukui.jp/visit/fieldstation,,"＜通常コース＞
現地での滞在時間60分の間に、ナビゲーターによる展示場、観察広場の見学・解説と、化石発掘体験を含んだコースです。

※コースの順番は前後する場合があります。

＜化石発掘体験60分コース＞
現地での滞在時間60分をすべて化石発掘体験にあてるコースです。
リピーターの方を対象とし、展示や発掘現場の見学は含まれません。

※初めての方には、通常コースをおすすめします。
　参加を希望される場合は、実施日・時間をご確認ください。",,"予約方法 : ■インターネットによる予約システムを利用してください。
予約システムは野外恐竜博物館ホームページからアクセスできます。
ただし、やむを得ない事情によりインターネットを使用できない場合は、電話で予約してください。",,,,,"■お持ちいただきたいもの
・軍手または手袋
・マスク
・飲み物(現地では自動販売機や冷水機等はありません)
・雨具(雨天でも実施することがあります)
・虫よけスプレー等(特に夏場、必要に応じて)
■服装について
・汚れてもよい、動きやすい服装(長袖、長ズボンが望ましい)
・上着(春や秋の場合の寒さ対策として)
■靴について
・運動靴(動きやすさや、ケガ防止のため)
◎発掘体験で使用するハンマー、タガネ、ゴーグルは野外恐竜博物館で準備します。",,,,
detail_2087,漁師体験(志積:民宿久兵衛),りょうしたいけん,"若狭路,小浜市",漁業体験・魚釣り,35.525134,135.79981,16,https://www.fuku-e.com/experience/detail_2087.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2087/2087_1_l.jpg,漁師さんが民宿を経営されている「漁師民宿」に泊まったお客様には特別に、船に乗って漁に出かける、漁師体験ができるコースが設けられています。,,,,"0770-54-3431（民宿久兵衛:0770-54-3431

）",福井県小浜市志積15-6,5月~8月,9月～4月,"・中学生以上:10,000円(1泊2食＋体験付き)
・小学生:8,000円(1泊2食＋体験付き)",JR小浜駅から車で約15分,あり,,,タコつぼ漁体験コース(乗船有),,予約方法 : 民宿へお問合せ下さい,15,,,,,,,,
detail_2088,野村醤油,のむらしょうゆ,"永平寺・奥越,大野市",,35.9809436,136.4935781,16,https://www.fuku-e.com/experience/detail_2088.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2088/2088_1_l.jpg,明治の初めに創業し、現在も麹造りから手掛けて天然醸造醤油を作り続けている『野村醤油』。その既存の蔵を見学・体験用に改修し誕生したのが『醤油づくりの体験蔵　重右ェ門』です。蔵元でしか体験できない搾りたてのMY醤油作りは、出来上がりにオリジナル…,申込可能人数2人～10人,,,0779-66-2072,福井県大野市日吉町10-1,,,"お一人様　1,000円(税込)",,,http://nomura-syouyu.jp/,,,,予約方法 : 2日前の17:00までに要予約,,,,受付時間 : 9:00～17:00,"※最少催行人数4名に満たない日は開催中止になることがあります。予めご了承ください。

※ご希望お申込み開始時間の5分前までにお越しください。

※冬期体験不可",,,,
detail_2089,溶接体験ができる鉄の惑星「アイアンプラネット」,ようせつたいけんができるてつのわくせいあいあんぷらねっと,"あわら・坂井・福井市,坂井市",ものづくり体験,36.1557469,136.2011745,16,https://www.fuku-e.com/experience/detail_2089.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2089/2089_1_l.jpg,溶接の体験をしたりワークショップでモノづくりをしたり、お仕事を学んで鉄のおもちゃで遊んだり、鉄の家具を見て触って感じてみよう。,"2名～6名
",,,"0776-72-1164（アイアンプラネット「長田(おさだ)鉄工所」
FAX 0776-72-1495）",福井県坂井市春江町西長田41-1-1,"16:00~18:00(平日)､13:00~18:00(土曜)
",日曜・祝日,1500円～,"北陸自動車道丸岡ICから車で15分、えちぜん鉄道西長田駅から徒歩5分
",あり,http://iron-planet.net/,,"ＨＰをご覧ください。
",,"予約方法 : 要予約
",,,,,,,,,
detail_2090,竹細工の製作体験,たけざいくのせいさくたいけん,"あわら・坂井・福井市,坂井市",ものづくり体験,36.1081747,136.3247922,16,https://www.fuku-e.com/experience/detail_2090.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2090/2090_1_l.jpg,竹とんぼや干支など、竹を材料にした工芸品の製作体験。自分の手で刃物を使い、削って、曲げて、組んで、世界に一つだけのｍｙ作品を作ってみよう！,,,,"0776-66-5666（越前竹人形の里
メール info@takeningyo.com
FAX 0776-66-4828）",福井県坂井市丸岡町上久米田63-1,,水曜日、年末年始(12/26～1/1),"入場料：大人300円・小中学生150円
体験料：500円～2000円(竹とんぼ・ペン立て・干支など製作物によりかわります)","北陸自動車道丸岡ICから車で10分
",あり,http://www.takeningyo.com/index.html,,"竹細工の製作体験
",,"予約方法 : 電話にて
",,,,,,,,,
detail_2091,酒蔵見学,さかぐらけんがく,"あわら・坂井・福井市,坂井市",,36.1711285,136.2898613,16,https://www.fuku-e.com/experience/detail_2091.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2091/2091_1_l.jpg,漫画「蔵の宿」のモデルにもなった久保田酒造は、江戸時代から続く造り酒屋。地元の水と酒米にこだわったお酒が造られている酒蔵の現場をのぞいてみよう。,"20名まで
",,,"0776-66-0123（久保田酒造
FAX  0776-67-2367）",福井県坂井市丸岡町山久保27-45,,要問合せ,"入場料：無料
体験料：300円(お猪口のお土産付き)","北陸自動車道丸岡ICから車で10分
",あり,http://www.fukukoma.co.jp/,,"酒蔵見学
",,"予約方法 : 電話にて
",,,,,,,,,
detail_2092,ファミリー釣り船体験,ふぁみりーつりぶねたいけん,"あわら・坂井・福井市,坂井市",漁業体験・魚釣り,36.2196074,136.1403723,16,https://www.fuku-e.com/experience/detail_2092.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2092/2092_1_l.jpg,海のめぐみが豊かな三国の海で釣り船体験。1.港から船に乗り、魚のいるポイントへ。2.用具などは船頭さんが用意してくれ、漁船はトイレ付なので女性にも安心です。3.日本海の海の幸を親子でゲットしてみよう！三国には船釣り師の憧れのポイントが点在してお…,"2名～5名　1隻(定員3～4名)
",,,"0776-81-2852（栄帆丸
FAX 0776-82-1010）",福井県坂井市三国町宿1-17-33(三国港市場),"早朝4:50~
",要問合せ,"1船27,000円(税込)※用具、氷、エサ代込","早朝のため、公共交通機関の運行はありません。マイカー及び三国温泉民宿より徒歩にてお越しください。詳しくはお問い合わせください。
",あり,http://www.8eihomaru.com,,"ファミリー釣り船体験
",,"予約方法 : 電話にて
",,,,,"荒天や時化などにより、主催者の判断で中止となる場合があります。
",,,,
detail_2093,水族館裏側探検ガイドツアー,すいぞくかんうらがわたんけんがいどつあー,"あわら・坂井・福井市,坂井市",バリアフリー,36.2527035,136.1470295,16,https://www.fuku-e.com/experience/detail_2093.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2093/2093_1_l.jpg,普段入ることが出来ない水族館の水槽の裏側に、係員と一緒に入って、水をきれいにする装置や機械を見たり、予備飼育水槽の魚、保護した魚などを解説を聞きながら見学します。ちょっとしたエサやり体験も出来ます。,"20名まで
",,,"0776-81-2700（越前松島水族館
メール info@echizen-aquarium.com
FAX 0776-82-2296）",福井県坂井市三国町崎74-2-3,"夏休み以外の土日祝及び春休み･冬休み
13:30~(通年)､12:30~(冬期)
",年中無休,"入場料：大人2,000円・小中学生1,000円・3歳以上500円(体験料は別途必要)
体験料：3歳以上お1人500円(入館料は別途必要)","JR芦原温泉駅から東尋坊行バスで30分/
北陸自動車道金津ICから車で20分
",あり,http://www.echizen-aquarium.com/,,"水族館裏側探検ガイドツアー
",,予約方法 : 当日に改札口で申込,450,,無料,受付時間 : 開始時間の10分前まで,コロナ禍により只今中止しています。HPを確認してください。,,,,
detail_2094,福井県里山里海湖研究所　三方五湖自然観察棟,ふくいけんさとやまさとうみけんきゅうしょ,"若狭路,若狭町",自然・スポーツ体験,35.5600291,135.8940187,16,https://www.fuku-e.com/experience/detail_2094.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2094/2094_1_l.jpg,里山里海湖の自然の恵みを生かした様々な体験メニューをご用意しています。来所時にいつでも体験できるメニューのほか、地域団体や子供会、学校などのリクエストにも対応させていただきます。,"1人～
※団体の場合は、事前に電話・メールでお問い合わせください。
",,,"0770-45-3580（福井県里山里海湖研究所
〒919-1331　福井県三方上中郡若狭町鳥浜122-12-1
TEL　0770-45-3580　FAX　0770-45-3680
Email　satoyama@pref.fukui.lg.jp
）",福井県若狭町鳥浜122-31-1,"開館時間
9:30~16:30
","毎週火曜日(火曜日が祝日の場合はその翌日)
年末年始","入場料：無料
体験料：
・野鳥観察、工作体験、里遊び体験　無料
・三方湖畔生きもの観察ツアー　50円(保険料)","舞鶴若狭自動車道「三方五湖スマートIC」から車で約5分。JR三方駅からタクシーで約5分、レンタサイクルで約10分。(約2.3km)
",あり,https://satoyama.pref.fukui.lg.jp/,,"・野鳥観察
・三方湖畔生きもの観察ツアー(要予約)
・松ぼっくり、どんぐり等を使った工作体験(現在、感染症拡大防止のため要予約)
",,"予約方法 : 事前に電話・メールでお問い合わせください。
",,,,"受付時間 : 8:30～17:15
",,,,,
detail_2095,米五　みそ楽,こめごみそらく,"あわら・坂井・福井市,福井市",食品づくり体験,36.0703837,136.2160636,17,https://www.fuku-e.com/spot/detail_2095.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2095/2095_9_l.jpg,創業天保2年(1831年)、大本山永平寺御用達のみそ屋&ldquo;米五のみそ&rdquo;が運営する、みそを楽しむテーマパークです。自分だけの映える「みそだま」をつくったり、永平寺の味を受け継ぐみそ蔵を見学したり、手づくりみそを仕込んだり&hellip;…,最大20名程度,約45分,みそ楽2F体験教室,0776-24-0081,福井県福井市春山2-25-1,10:00~18:00,毎週水曜日　お盆　年末年始,"入場料：無料
体験料：HPをご確認ください　※体験は要予約","福井鉄道福武線　仁愛女子高校前駅から徒歩4分
えちぜん鉄道三国芦原線　田原町駅から徒歩7分
コミュニティバスすまいる北ルート田原・文京方面「ハッピー・治療室」バス停から徒歩1分
JR福井駅から徒歩25分
北陸自動車道福井IC／福井北ICから車で約15分",あり,"https://www.misoraku.com,https://komegomisoraku.rezio.shop/ja-JP,https://www.fuku-e.com/fukutabi/detail_90.html",https://www.jalan.net/kankou/spt_guide000000198342/, みそだまづくり体験,1名,,,,,前日まで要予約,,,,,
detail_2096,お座敷遊び体験,おざしきあそびたいけん,"あわら・坂井・福井市,あわら市",歴史・文化体験,36.2241477,136.1927367,16,https://www.fuku-e.com/experience/detail_2096.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2096/2096_1_l.jpg,芦原芸妓の唄や踊りを鑑賞した後に、太鼓の体験や&ldquo;とらとら&rdquo;&ldquo;金毘羅船船&rdquo;などのお座敷遊びが気軽に楽しめます。最後に芦原芸妓と一緒に記念撮影をして旅の思い出に。,お座敷体験:各回20名(最少催行人数6名～),,,0776-78-6767（あわら市観光協会）,福井県あわら市温泉1-203,"9:30~15:30でお好きなお時間をお選びください｡
体験時間:1時間",,"3,000円(お茶とお菓子付き)","JR芦原温泉駅から車/バスで約10分
えちぜん鉄道あわら湯のまち駅から徒歩2分",あり,https://awara.info/cat-sightseeing/,,芸妓とふれあいお座敷遊び,,予約方法 : 電話、メール、ホームページ,5,,あわら湯のまち駅裏にある市営駐車場もご利用ください。,受付時間 : 8:30～17:00　3日前までに要予約,,,,,
detail_2097,丸岡城下町食べ・見て歩き案内人(コンシェルジュ),まるおかじょうかまちたべみてあるきあんないにん,"あわら・坂井・福井市,坂井市",歴史・文化体験,36.1527837,136.2735455,16,https://www.fuku-e.com/experience/detail_2097.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2097/2097_1_l.jpg,丸岡城について、詳しく知ってみませんか。天守だけではなく、城下町にも見どころがいっぱいあります。歴代藩主の菩提寺や丸岡の歴史を見守ってきたシンボルツリー、産業について、案内人が詳しく説明しながら城下町を散策します。,ガイド1名につき15名まで,,,0776-66-0303（霞ヶ城公園事務所）,福井県坂井市丸岡町霞町3-1-3,,要問合せ,ガイド1名につき1500円,JR福井駅から本丸岡行きバス「丸岡城」下車すぐ/北陸自動車道丸岡ICから車で5分,あり,http://kanko-sakai.com/topics/detail.php?id=3,,"・タブの木コース
・寺町コース",,予約方法 : 希望日の3ヶ月～7日前までに、電話にて,,,,受付時間 : 9:00～17:00,,,,,
detail_2098,ちくちくぼんぼん　いつでもプログラム,ちくちくぼんぼんいつでもぷろぐらむ,"あわら・坂井・福井市,坂井市",自然・スポーツ体験,36.1619095376365,136.332624590842,16,https://www.fuku-e.com/experience/detail_2098.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2098/2098_1_l.jpg,廃校となった小学校校舎を改修して、体験型の宿泊施設として生まれ変わった「ちくちくぼんぼん」。川遊びやトレッキングなど自然を満喫できる豊富な体験プログラムをご用意しています。,プログラムによる,,,"0776-50-2393（ちくちくぼんぼん
メール takeda@chiku-bon.jp
FAX 0776-50-2395 ）",福井県坂井市丸岡町山口60-8,,,プログラムによる,"北陸自動車道丸岡ICから車で15分
",あり,https://www.chiku-bon.jp/,,"豊富な体験プログラムあり
詳しくはホームページをご覧ください。",,予約方法 : 電話にて,,,,,,,,,
detail_2099,やぎ・羊　餌やり体験,やぎ・ひつじえさやりたいけん,"あわら・坂井・福井市,坂井市",自然・スポーツ体験,36.2404263,136.1706765,16,https://www.fuku-e.com/experience/detail_2099.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2099/2099_1_l.jpg,坂井北部丘陵地にある隠れた癒しスポットで、のどかな雰囲気の中で放牧されている牛を見たり、やぎや羊に餌やり体験もできます。体験の際には、牧場内のガイドさんに声をかけてください。,,,,"0776-81-3130（福井県畜産試験場
メール chikusi@pref.fukui.lg.jp
FAX 0776-81-2600）",福井県坂井市三国町平山68-34,"夏期9:00~17:00
冬季10:00~15:00",なし,"入場料：無料
体験料：無料",北陸自動車道金津ICから車で20分,あり,http://www.pref.fukui.lg.jp/doc/chikushi/,,やぎ・羊　餌やり体験,,予約方法 : 不要,,,,,,,,,
detail_2100,池田町農村体験プログラム,いけだちょうのうそんたいけんぷろぐらむ,"丹南,池田町",,35.89291985620506,136.34491321548305,18,https://www.fuku-e.com/experience/detail_2100.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2100/2100_1_l.jpg,池田町の自然や伝統文化、日常生活を体験できるプログラム。しめ縄作り、みそ作り、自然観察ツアー、かまくら作り、かんじきウォーキングなど、季節ごとに様々なプログラムを用意しております。プログラムにより申込先は異なります。詳しくはホームページ（h…,,,,0778-44-8060（いけだ農村観光協会）,福井県池田町,,,,,,https://ikeda-taiken.jp/,,体験コースによって、内容・料金・受入人数・開催場所・時間・予約方法が異なります。ホームページでご確認ください。,,,,,,,,,,,
detail_2101,工芸・歴史文化体験,こうげい・れきしぶんかたいけん,"若狭路,美浜町","ものづくり体験,歴史・文化体験",35.6041999215783,135.934730124906,16,https://www.fuku-e.com/experience/detail_2101.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2101/2101_1_l.jpg,例．つる細工体験作品の材料を山から調達し、つる細工づくりに挑戦します。※その他木工体験、ビーチクラフト　等,"（一社）COLORsプラスへお問い合わせください
",,,0770-32-2222（（一社）COLORsプラス）,福井県美浜町※体験の種類により異なります｡ 詳細は､若狭美浜はあとふる体験推進協議会へお問い合わせください,"※体験の種類により異なります｡
詳細は､（一社）COLORsプラスへお問い合わせください",,（一社）COLORsプラス（0770-32-2222）へお問い合わせください,"※体験の種類により異なります。
詳細は、（一社）COLORsプラスへお問い合わせください",,https://tabikobo-jpn.com/education/education.html,,工芸・歴史文化体験,,"予約方法 : TEL 0770-32-2222
FAX 0770-32-6667",,,,受付時間 : 随時,,,,,
detail_2102,味覚体験,みかくたいけん,"若狭路,美浜町",,35.6041988311558,135.934723419468,16,https://www.fuku-e.com/experience/detail_2102.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2102/2102_1_l.jpg,例．美浜郷土料理『へしこ料理体験』美浜町の伝統的な料理のへしこを使って、色々な料理を作って賞味する。※その他郷土料理体験、美浜太田産『そば打ち体験』　等,（一社）COLORsプラスへお問い合わせください,,,0770-32-2222（（一社）COLORsプラス）,福井県美浜町※体験の種類により異なります｡ 詳細は､若狭美浜はあとふる体験推進協議会へお問い合わせください,"※体験の種類により異なります｡
詳細は､（一社）COLORsプラスへお問い合わせください",,（一社）COLORsプラス（0770-32-2222）へお問い合わせください,"※体験の種類により異なります。
詳細は、（一社）COLORsプラスへお問い合わせください",,https://tabikobo-jpn.com/education/education.html,,味覚体験,,"予約方法 : TEL 0770-32-2222
FAX 0770-32-6667
",,,,受付時間 : 随時,,,,,
detail_2103,インストラクター付き！海釣り体験教室,いんすとらくたーつきうみつりたいけんきょうしつ,"あわら・坂井・福井市,坂井市",漁業体験・魚釣り,36.2234313,136.1358034,14,https://www.fuku-e.com/experience/detail_2103.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2103/2103_1_l.jpg,釣人向けのサービスを展開する当店では、釣った魚を捌いて、食べる事が出来ます。また、魚の現金買取もしており、全国の釣人から注目の施設です。初心者向けに展開する完全手ぶらOKでインストラクター付きの「海釣り体験教室」は、毎年数百名が参加する大人…,"1名～15名
※要予約",,,"0776-82-8557（0776-82-8557
メール iioproduce@gmail.com）",福井県坂井市三国町宿3-7-22(みくに隠居処内),9:00~12:00,毎週木曜日,"入場料：無料
体験料：6,380円/1セット(1セット2名様まで)",えちぜん鉄道(三国・東尋坊方面)終点「三国港駅」から徒歩7分,あり,https://mikuni-ototo.jp/,,完全手ぶらOK！インストラクター付き！海釣り体験教室,,"予約方法 : 電話
じゃらん
アソビュー
アクティビテジャパン
ぐるたび
",16,,店舗正面､裏､裏通り専用駐車場合計,受付時間 : 9:00～17:30,"
三国サンセットビーチの中央付近に位置します。みくに隠居処(いんきょじょ)という、建物の中にございます。
開催日時　4/1～10/31
※定休日が祝日の場合は、営業します。",,,,
detail_2104,越前ガニの目利き体験＆食べ比べ,えちぜんがにのめききたいけんあんどたべくらべ,"あわら・坂井・福井市,坂井市",バリアフリー,36.2234313,136.1358034,14,https://www.fuku-e.com/experience/detail_2104.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2104/2104_1_l.jpg,福井県内で唯一の越前ガニの目利き体験＆食べ比べ！蟹の等級基準が県内一厳しい言われる「三国港」から仕入れた越前ガニが入った目利き体験専用の生簀を囲みながら、クイズ形式で楽しく蟹の目利きをして頂きます！「越前がに」と「ズワイガニ」の食べ比べ試…,"10名まで
※10名を超える場合は、別途お問い合せください。",,,"0776-82-8558（0776-82-8558
）",福井県坂井市三国町宿3-7-22(みくに隠居処内),"11:00~12:30
開催期間:2021年11月10日~2021年12月31日
(年末の営業日に関しては､別途お問合せ下さい｡",毎週木曜日,"入場料：無料
体験料：団体予約のみの受付です。3,300円/人",えちぜん鉄道(三国・東尋坊方面)終点「三国港駅」から徒歩7分,あり,https://inkyojo.jp/echizengani/,,越前ガニの目利き体験＆食べ比べ,,予約方法 : 電話,16,,店舗正面､裏､裏通り専用駐車場合計,受付時間 : 9:00～17:30,三国サンセットビーチの中央付近に位置します。みくに隠居処(いんきょじょ)という、建物の中にございます。,,,,
detail_2105,刃物の里,はもののさと,"丹南,越前市","ものづくり体験,歴史・文化体験",35.8759020312077,136.146455300347,16,https://www.fuku-e.com/experience/detail_2105.html,https://www.fuku-e.com/common/images/ogImg.png,南北朝時代の刀匠千代鶴国安から始まる700年の越前打刃物の歴史や、各工房で製作している包丁を展示しており、打刃物についていろいろ知ることができる施設です。また、越前打刃物を使った料理教室等のイベントを毎月実施するとともに、週末(不定期)には職人…,お問い合わせください。,,,0778-22-1241（刃物の里）,福井県越前市池ノ上町48-6-1,午前9時から午後5時まで,毎週火曜日　年末年始(12月29日から翌年1月3日),"入場料：無料
体験料：お問い合わせください",JR武生駅より車で15分/北陸自動車道武生ICより約15分,あり,https://www.hamononosato.com,,越前打刃物包丁での素材の試し切り、料理実演会、包丁研ぎ体験,,予約方法 : 事前のご予約が必要です。詳しくは、HPをご確認ください。,,,,,,,,,
detail_2106,天池の宿,あまいけのやど,"丹南,池田町",漁業体験・魚釣り,35.82783422112755,136.39141753348218,15,https://www.fuku-e.com/experience/detail_2106.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2106/2106_1_l.jpg,志津原地区から国道417号線をのぼっていった冠山のふもとにある施設。ニジマスの釣り堀があり、釣り竿やエサも準備してくれるので、手ぶらで行っても大丈夫です。釣れやすいお子様専用の釣り場もあり、親子で楽しめます。釣ったお魚は焼いてもらったり、バー…,1～80名,,,0778-44-6468（天池の宿）,福井県池田町河内14-6,8:00～17:00,冬期(12月～3月頃),"1竿2,000円(えさ付き)",北陸自動車道「武生IC」または「鯖江IC」から車で45分/北陸自動車道「福井IC」から車で50分,あり,https://www.e-ikeda.jp/play/p004023.html,,釣り,,予約方法 : 電話予約,20,,,,,,,,
detail_2107,Nans sea(ナンシー),なんしー,"あわら・坂井・福井市,坂井市",自然・スポーツ体験,36.2251786608141,136.132968169968,17,https://www.fuku-e.com/experience/detail_2107.html,https://www.fuku-e.com/lsc/upfile/spot/0000/2107/2107_1_l.jpg,サーフィンスクール　SUPスクール　海女さんの手仕事体験,コースごとに異なります。詳しくはHPをご覧ください。,,,"0776-82-6918（Nans sea(ナンシー)
0776-82-6918）",福井県坂井市三国町米ｹ脇4-4-28,10:00~19:00(月)(金)のみ11:00~19:00,不定休,コースごとに異なります。詳しくはHPをご覧ください。,えちぜん鉄道　三国港駅より徒歩12分,あり,http://www.nansea.jp/,,複数のコースがございます。詳しくはHPをご覧ください。,,予約方法 : 電話、アソビュー、じゃらん(HPから予約サイトにとべます),,,,受付時間 : 電話10:00～19:00　　,体験は予約制です。詳しくはHPをご覧ください。,,,,
